session_id,timestamp,image_result,audio_result
137a0033-eab0-4410-b561-a4d4767e39df,902.000000,surprise,sad
137a0033-eab0-4410-b561-a4d4767e39df,906.000000,surprise,sad
137a0033-eab0-4410-b561-a4d4767e39df,974.000000,surprise,sad
137a0033-eab0-4410-b561-a4d4767e39df,1012.000000,surprise,sad
d56cb2ea-7933-40d1-9c5e-63f535b282f9,155.000000,sad,fearful
d56cb2ea-7933-40d1-9c5e-63f535b282f9,249.000000,sad,fearful
d56cb2ea-7933-40d1-9c5e-63f535b282f9,605.000000,sad,fearful
d56cb2ea-7933-40d1-9c5e-63f535b282f9,652.000000,sad,fearful
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1008.000000,sad,fearful
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1102.000000,sad,angry
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1162.000000,sad,surprised
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1195.000000,sad,happy
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1305.000000,sad,calm
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1357.000000,sad,angry
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1482.000000,sad,happy
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1594.000000,sad,happy
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1695.000000,surprise,happy
d56cb2ea-7933-40d1-9c5e-63f535b282f9,1733.000000,surprise,happy
d56cb2ea-7933-40d1-9c5e-63f535b282f9,2212.000000,sad,happy
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,66.000000,angry,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,224.000000,angry,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,288.000000,surprise,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,606.000000,surprise,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,616.000000,disgust,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,982.000000,disgust,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,1073.000000,disgust,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,1151.000000,fear,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,1178.000000,disgust,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,1184.000000,surprise,sad
6661f1b9-9d3d-4d73-b1a4-d88bb93dc8c1,1314.000000,surprise,sad
d4a437ba-1b5e-45c0-8383-2625169d04f5,120.000000,happy,calm
d4a437ba-1b5e-45c0-8383-2625169d04f5,243.000000,happy,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,501.000000,happy,surprised
d4a437ba-1b5e-45c0-8383-2625169d04f5,1055.000000,neutral,surprised
d4a437ba-1b5e-45c0-8383-2625169d04f5,1201.000000,neutral,surprised
d4a437ba-1b5e-45c0-8383-2625169d04f5,1202.000000,neutral,calm
d4a437ba-1b5e-45c0-8383-2625169d04f5,1503.000000,neutral,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,1530.000000,neutral,angry
d4a437ba-1b5e-45c0-8383-2625169d04f5,1782.000000,disgust,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,1795.000000,disgust,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,1858.000000,happy,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,1878.000000,happy,happy
d4a437ba-1b5e-45c0-8383-2625169d04f5,1975.000000,sad,happy
641b35ed-20d0-4ab1-8409-fa662178aa0d,809.000000,angry,happy
641b35ed-20d0-4ab1-8409-fa662178aa0d,1275.000000,angry,angry
641b35ed-20d0-4ab1-8409-fa662178aa0d,1478.000000,disgust,calm
641b35ed-20d0-4ab1-8409-fa662178aa0d,1820.000000,disgust,calm
641b35ed-20d0-4ab1-8409-fa662178aa0d,1991.000000,fear,calm
ab48b1e4-c663-4961-89b0-68948e4fc23b,209.000000,surprise,happy
ab48b1e4-c663-4961-89b0-68948e4fc23b,335.000000,surprise,happy
ab48b1e4-c663-4961-89b0-68948e4fc23b,396.000000,neutral,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,766.000000,neutral,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,852.000000,neutral,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,910.000000,neutral,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,1355.000000,angry,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,1499.000000,angry,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,1609.000000,angry,fearful
ab48b1e4-c663-4961-89b0-68948e4fc23b,1781.000000,angry,fearful
459269f6-4d94-42f0-866b-8f3fdef0e863,189.000000,happy,happy
459269f6-4d94-42f0-866b-8f3fdef0e863,317.000000,happy,happy
459269f6-4d94-42f0-866b-8f3fdef0e863,494.000000,sad,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,550.000000,sad,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,585.000000,surprise,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,855.000000,angry,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,1242.000000,angry,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,1352.000000,angry,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,1612.000000,angry,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,2041.000000,sad,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,2151.000000,sad,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,2159.000000,disgust,surprised
459269f6-4d94-42f0-866b-8f3fdef0e863,2227.000000,disgust,surprised
ae6cf3e8-9ada-4bae-b082-156d1af06059,59.000000,neutral,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,78.000000,neutral,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,85.000000,neutral,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,720.000000,neutral,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,1057.000000,angry,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,1078.000000,angry,calm
ae6cf3e8-9ada-4bae-b082-156d1af06059,1164.000000,surprise,happy
ae6cf3e8-9ada-4bae-b082-156d1af06059,1197.000000,surprise,happy
ae6cf3e8-9ada-4bae-b082-156d1af06059,1428.000000,disgust,happy
ae6cf3e8-9ada-4bae-b082-156d1af06059,1467.000000,disgust,angry
ae6cf3e8-9ada-4bae-b082-156d1af06059,1654.000000,disgust,angry
ae6cf3e8-9ada-4bae-b082-156d1af06059,1693.000000,happy,angry
ae6cf3e8-9ada-4bae-b082-156d1af06059,1784.000000,happy,happy
ae6cf3e8-9ada-4bae-b082-156d1af06059,1899.000000,neutral,happy
43acb355-bf54-45bc-92c4-e4303c5ea416,202.000000,happy,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,272.000000,happy,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,367.000000,happy,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,379.000000,happy,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,779.000000,sad,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,939.000000,fear,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,1058.000000,neutral,calm
43acb355-bf54-45bc-92c4-e4303c5ea416,1287.000000,neutral,calm
a86a3ee9-1f50-493e-9a55-4f71531bad78,2.000000,sad,sad
a86a3ee9-1f50-493e-9a55-4f71531bad78,403.000000,sad,sad
a86a3ee9-1f50-493e-9a55-4f71531bad78,468.000000,sad,sad
a86a3ee9-1f50-493e-9a55-4f71531bad78,597.000000,happy,sad
a86a3ee9-1f50-493e-9a55-4f71531bad78,809.000000,happy,sad
a86a3ee9-1f50-493e-9a55-4f71531bad78,907.000000,happy,fearful
012a59cf-ab3c-4e2c-8471-6f01e2676d56,83.000000,fear,sad
012a59cf-ab3c-4e2c-8471-6f01e2676d56,580.000000,fear,sad
012a59cf-ab3c-4e2c-8471-6f01e2676d56,696.000000,fear,sad
012a59cf-ab3c-4e2c-8471-6f01e2676d56,1038.000000,fear,neutral
012a59cf-ab3c-4e2c-8471-6f01e2676d56,1685.000000,fear,neutral
012a59cf-ab3c-4e2c-8471-6f01e2676d56,1722.000000,fear,surprised
012a59cf-ab3c-4e2c-8471-6f01e2676d56,1824.000000,fear,neutral
012a59cf-ab3c-4e2c-8471-6f01e2676d56,1827.000000,fear,neutral
012a59cf-ab3c-4e2c-8471-6f01e2676d56,2019.000000,fear,neutral
012a59cf-ab3c-4e2c-8471-6f01e2676d56,2229.000000,fear,sad
012a59cf-ab3c-4e2c-8471-6f01e2676d56,2329.000000,fear,sad
012a59cf-ab3c-4e2c-8471-6f01e2676d56,2395.000000,fear,happy
012a59cf-ab3c-4e2c-8471-6f01e2676d56,2484.000000,fear,happy
608cc4ff-59cc-4649-9e5d-b8993f178000,283.000000,fear,fearful
608cc4ff-59cc-4649-9e5d-b8993f178000,295.000000,fear,fearful
608cc4ff-59cc-4649-9e5d-b8993f178000,447.000000,fear,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,484.000000,fear,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,597.000000,sad,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,833.000000,sad,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,836.000000,sad,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,944.000000,sad,surprised
608cc4ff-59cc-4649-9e5d-b8993f178000,1425.000000,surprise,surprised
5f7c7aa0-221d-4342-a896-c71526fca9f5,1.000000,surprise,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,46.000000,surprise,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,56.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,327.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,418.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,709.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,711.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,804.000000,disgust,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,1204.000000,happy,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,1350.000000,happy,happy
5f7c7aa0-221d-4342-a896-c71526fca9f5,1406.000000,fear,happy
8749649a-f685-4ba5-ac12-b5dba9f9054f,151.000000,disgust,neutral
8749649a-f685-4ba5-ac12-b5dba9f9054f,236.000000,disgust,sad
8749649a-f685-4ba5-ac12-b5dba9f9054f,658.000000,neutral,surprised
8749649a-f685-4ba5-ac12-b5dba9f9054f,674.000000,neutral,surprised
8749649a-f685-4ba5-ac12-b5dba9f9054f,903.000000,neutral,calm
8749649a-f685-4ba5-ac12-b5dba9f9054f,941.000000,fear,calm
8749649a-f685-4ba5-ac12-b5dba9f9054f,1036.000000,fear,calm
8749649a-f685-4ba5-ac12-b5dba9f9054f,1082.000000,surprise,angry
8749649a-f685-4ba5-ac12-b5dba9f9054f,1145.000000,neutral,angry
8749649a-f685-4ba5-ac12-b5dba9f9054f,1179.000000,neutral,angry
8749649a-f685-4ba5-ac12-b5dba9f9054f,1291.000000,neutral,fearful
156169d8-27be-4ec7-9efc-b5663065f5d8,154.000000,neutral,calm
156169d8-27be-4ec7-9efc-b5663065f5d8,319.000000,neutral,angry
156169d8-27be-4ec7-9efc-b5663065f5d8,436.000000,neutral,neutral
156169d8-27be-4ec7-9efc-b5663065f5d8,1084.000000,neutral,neutral
156169d8-27be-4ec7-9efc-b5663065f5d8,1189.000000,disgust,neutral
156169d8-27be-4ec7-9efc-b5663065f5d8,1738.000000,happy,neutral
156169d8-27be-4ec7-9efc-b5663065f5d8,1867.000000,happy,neutral
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,147.000000,disgust,surprised
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,331.000000,disgust,surprised
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,454.000000,disgust,surprised
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,605.000000,neutral,surprised
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,615.000000,neutral,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,831.000000,neutral,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,849.000000,happy,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1202.000000,disgust,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1216.000000,sad,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1225.000000,sad,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1355.000000,sad,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1565.000000,sad,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1772.000000,sad,happy
e6d02886-b6cc-45d8-b6e2-da241cd59cc5,1845.000000,sad,sad
4679535d-4357-4fd8-8c03-3d1b93097123,631.000000,disgust,fearful
4679535d-4357-4fd8-8c03-3d1b93097123,724.000000,disgust,fearful
4679535d-4357-4fd8-8c03-3d1b93097123,847.000000,disgust,fearful
4679535d-4357-4fd8-8c03-3d1b93097123,936.000000,disgust,fearful
4679535d-4357-4fd8-8c03-3d1b93097123,1083.000000,disgust,fearful
4679535d-4357-4fd8-8c03-3d1b93097123,1085.000000,disgust,fearful
8a48097a-fb21-4e48-bbac-b3da62d42ebd,14.000000,fear,neutral
8a48097a-fb21-4e48-bbac-b3da62d42ebd,260.000000,fear,neutral
8a48097a-fb21-4e48-bbac-b3da62d42ebd,305.000000,fear,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,455.000000,disgust,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,513.000000,disgust,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,551.000000,disgust,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,559.000000,sad,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,565.000000,surprise,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,597.000000,surprise,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,622.000000,angry,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,1073.000000,angry,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,1087.000000,angry,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,1114.000000,angry,calm
8a48097a-fb21-4e48-bbac-b3da62d42ebd,1154.000000,angry,neutral
8a48097a-fb21-4e48-bbac-b3da62d42ebd,1523.000000,angry,neutral
7005fb43-5676-4038-9433-521f74a68606,82.000000,neutral,fearful
7005fb43-5676-4038-9433-521f74a68606,120.000000,surprise,fearful
7005fb43-5676-4038-9433-521f74a68606,160.000000,surprise,neutral
7005fb43-5676-4038-9433-521f74a68606,806.000000,surprise,neutral
7005fb43-5676-4038-9433-521f74a68606,1159.000000,surprise,neutral
7005fb43-5676-4038-9433-521f74a68606,1822.000000,surprise,surprised
7005fb43-5676-4038-9433-521f74a68606,1826.000000,surprise,happy
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,225.000000,fear,fearful
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,291.000000,fear,neutral
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,430.000000,fear,neutral
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,596.000000,fear,neutral
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,662.000000,angry,neutral
0567ed69-3c44-44b9-89c5-dd91ad1a5d9a,933.000000,angry,neutral
a5ab3015-ae43-4ef2-8343-697df192485f,9.000000,sad,sad
a5ab3015-ae43-4ef2-8343-697df192485f,34.000000,sad,sad
a5ab3015-ae43-4ef2-8343-697df192485f,166.000000,sad,angry
a5ab3015-ae43-4ef2-8343-697df192485f,168.000000,sad,angry
a5ab3015-ae43-4ef2-8343-697df192485f,226.000000,sad,angry
a5ab3015-ae43-4ef2-8343-697df192485f,316.000000,sad,angry
a5ab3015-ae43-4ef2-8343-697df192485f,368.000000,sad,angry
a5ab3015-ae43-4ef2-8343-697df192485f,469.000000,sad,surprised
a5ab3015-ae43-4ef2-8343-697df192485f,477.000000,happy,surprised
a5ab3015-ae43-4ef2-8343-697df192485f,506.000000,happy,surprised
a5ab3015-ae43-4ef2-8343-697df192485f,614.000000,happy,surprised
a5ab3015-ae43-4ef2-8343-697df192485f,707.000000,sad,calm
a5ab3015-ae43-4ef2-8343-697df192485f,756.000000,sad,neutral
a5ab3015-ae43-4ef2-8343-697df192485f,883.000000,sad,fearful
0dd91187-b399-4d8d-ba13-559799104111,322.000000,surprise,happy
0dd91187-b399-4d8d-ba13-559799104111,508.000000,neutral,happy
0dd91187-b399-4d8d-ba13-559799104111,594.000000,fear,angry
0dd91187-b399-4d8d-ba13-559799104111,749.000000,fear,angry
0dd91187-b399-4d8d-ba13-559799104111,763.000000,disgust,angry
0dd91187-b399-4d8d-ba13-559799104111,1002.000000,disgust,angry
0dd91187-b399-4d8d-ba13-559799104111,1007.000000,surprise,fearful
0dd91187-b399-4d8d-ba13-559799104111,1088.000000,surprise,fearful
0dd91187-b399-4d8d-ba13-559799104111,1098.000000,surprise,fearful
0dd91187-b399-4d8d-ba13-559799104111,1135.000000,sad,angry
0dd91187-b399-4d8d-ba13-559799104111,1386.000000,fear,angry
0dd91187-b399-4d8d-ba13-559799104111,1490.000000,fear,angry
0dd91187-b399-4d8d-ba13-559799104111,1811.000000,fear,angry
fdb7753a-010d-442d-87ec-a37e6be92893,95.000000,angry,surprised
fdb7753a-010d-442d-87ec-a37e6be92893,128.000000,disgust,surprised
fdb7753a-010d-442d-87ec-a37e6be92893,170.000000,disgust,sad
fdb7753a-010d-442d-87ec-a37e6be92893,287.000000,disgust,neutral
fdb7753a-010d-442d-87ec-a37e6be92893,435.000000,disgust,angry
fdb7753a-010d-442d-87ec-a37e6be92893,438.000000,disgust,angry
fdb7753a-010d-442d-87ec-a37e6be92893,478.000000,disgust,calm
fdb7753a-010d-442d-87ec-a37e6be92893,494.000000,disgust,calm
fdb7753a-010d-442d-87ec-a37e6be92893,544.000000,disgust,angry
fdb7753a-010d-442d-87ec-a37e6be92893,762.000000,disgust,angry
4d4db145-450b-4cff-8282-826f6d1cb175,81.000000,sad,surprised
4d4db145-450b-4cff-8282-826f6d1cb175,168.000000,sad,surprised
4d4db145-450b-4cff-8282-826f6d1cb175,349.000000,sad,surprised
4d4db145-450b-4cff-8282-826f6d1cb175,407.000000,sad,angry
4d4db145-450b-4cff-8282-826f6d1cb175,442.000000,sad,fearful
4d4db145-450b-4cff-8282-826f6d1cb175,537.000000,happy,neutral
4d4db145-450b-4cff-8282-826f6d1cb175,760.000000,happy,neutral
4d4db145-450b-4cff-8282-826f6d1cb175,782.000000,happy,neutral
4d4db145-450b-4cff-8282-826f6d1cb175,862.000000,happy,fearful
4d4db145-450b-4cff-8282-826f6d1cb175,880.000000,fear,sad
4d4db145-450b-4cff-8282-826f6d1cb175,1007.000000,fear,sad
4d4db145-450b-4cff-8282-826f6d1cb175,1042.000000,fear,sad
4d4db145-450b-4cff-8282-826f6d1cb175,1132.000000,fear,sad
4d4db145-450b-4cff-8282-826f6d1cb175,1189.000000,fear,sad
4d4db145-450b-4cff-8282-826f6d1cb175,1330.000000,fear,calm
28630567-690a-4c02-8936-b44843296cd7,44.000000,sad,fearful
28630567-690a-4c02-8936-b44843296cd7,223.000000,disgust,calm
28630567-690a-4c02-8936-b44843296cd7,355.000000,happy,calm
28630567-690a-4c02-8936-b44843296cd7,388.000000,happy,calm
28630567-690a-4c02-8936-b44843296cd7,463.000000,happy,happy
28630567-690a-4c02-8936-b44843296cd7,663.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,728.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,736.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,760.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,891.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,901.000000,fear,happy
28630567-690a-4c02-8936-b44843296cd7,965.000000,fear,happy
a0de7333-98f3-4507-bce3-79dc61f056d6,242.000000,disgust,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,345.000000,disgust,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,795.000000,disgust,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,1511.000000,surprise,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,1701.000000,surprise,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,1836.000000,surprise,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,1925.000000,surprise,surprised
a0de7333-98f3-4507-bce3-79dc61f056d6,1928.000000,surprise,happy
a0de7333-98f3-4507-bce3-79dc61f056d6,1937.000000,surprise,happy
a0de7333-98f3-4507-bce3-79dc61f056d6,2013.000000,disgust,happy
7286dce2-1eee-4e71-9bb3-00165db930f4,44.000000,surprise,angry
7286dce2-1eee-4e71-9bb3-00165db930f4,270.000000,disgust,angry
7286dce2-1eee-4e71-9bb3-00165db930f4,380.000000,disgust,sad
7286dce2-1eee-4e71-9bb3-00165db930f4,487.000000,disgust,sad
7286dce2-1eee-4e71-9bb3-00165db930f4,580.000000,disgust,sad
7286dce2-1eee-4e71-9bb3-00165db930f4,624.000000,disgust,fearful
7286dce2-1eee-4e71-9bb3-00165db930f4,656.000000,disgust,happy
